cpu_0_idle,cpu_0_iowait,cpu_0_irq,cpu_0_nice,cpu_0_softirq,cpu_0_steal,cpu_0_system,cpu_0_user,cpu_1_idle,cpu_1_iowait,cpu_1_irq,cpu_1_nice,cpu_1_softirq,cpu_1_steal,cpu_1_system,cpu_1_user,cpu_2_idle,cpu_2_iowait,cpu_2_irq,cpu_2_nice,cpu_2_softirq,cpu_2_steal,cpu_2_system,cpu_2_user,cpu_3_idle,cpu_3_iowait,cpu_3_irq,cpu_3_nice,cpu_3_softirq,cpu_3_steal,cpu_3_system,cpu_3_user,memory_used_bytes,node_memory_Buffers_bytes,node_memory_Cached_bytes,node_memory_MemAvailable_bytes,node_memory_MemFree_bytes,node_memory_MemTotal_bytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240461312,117379072,5559070720,7082815488,1511071744,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.34,59.92,0.0,0.0,0.0,0.0,0.0,0.0,0.91,59.35,1240719360,117379072,5559070720,7082557440,1510813696,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.27,60.03,0.01,0.0,0.0,0.0,0.0,0.0,0.21,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.96,59.35,1247326208,117379072,5559070720,7075950592,1504202752,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.08,0.0,0.0,0.0,0.0,0.0,0.0,1.09,59.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.21,1242779648,117379072,5559070720,7080497152,1508749312,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.79,59.52,0.0,0.0,0.0,0.0,0.0,0.0,0.45,59.86,1245356032,117379072,5559074816,7077920768,1506168832,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.26,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.02,59.31,1245868032,117379072,5559078912,7077408768,1505652736,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.66,59.63,0.0,0.0,0.0,0.0,0.01,0.0,0.6,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.14,60.14,1246900224,117379072,5559078912,7076376576,1504620544,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,59.83,0.0,0.0,0.0,0.0,0.0,0.0,0.37,59.97,0.0,0.0,0.0,0.0,0.0,0.0,0.56,59.77,1247416320,117379072,5559078912,7075860480,1504104448,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.14,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.27,1246109696,117379072,5559078912,7077167104,1505411072,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.97,59.33,1246367744,117379072,5559078912,7076909056,1505153024,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.25,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.86,59.45,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.06,1246597120,117379072,5559078912,7076679680,1504923648,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.31,1246855168,117379072,5559078912,7076421632,1504665600,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.1,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.29,1247883264,117379072,5559083008,7075393536,1503633408,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.27,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.23,1248141312,117379072,5559083008,7075135488,1503375360,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.24,60.05,0.0,0.0,0.0,0.0,0.01,0.0,0.28,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.14,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.08,59.21,1244585984,117379072,5559087104,7078690816,1506926592,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.17,0.0,0.0,0.0,0.0,0.0,0.0,1.05,59.34,1245876224,117379072,5559087104,7077400576,1505636352,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.01,0.0,0.0,0.0,0.0,0.0,0.0,1.02,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.05,1247166464,117379072,5559087104,7076110336,1504346112,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.48,59.86,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.78,59.56,1247424512,117379072,5559087104,7075852288,1504088064,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.89,59.41,1247424512,117379072,5559087104,7075852288,1504088064,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.32,59.96,0.0,0.0,0.0,0.0,0.0,0.0,0.69,59.58,0.0,0.0,0.0,0.0,0.0,0.0,0.29,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.42,59.85,1246756864,117379072,5559091200,7076519936,1504751616,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.19,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.31,1247014912,117379072,5559091200,7076261888,1504493568,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.06,60.28,0.0,0.0,0.0,0.0,0.0,0.0,0.29,60.06,0.0,0.0,0.0,0.0,0.0,0.0,1.05,59.29,1247014912,117379072,5559091200,7076261888,1504493568,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.14,0.0,0.0,0.0,0.0,0.0,0.0,1.08,59.24,1247014912,117379072,5559091200,7076261888,1504493568,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.13,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.03,0.0,0.0,0.0,0.0,0.0,0.0,1.08,59.21,1247014912,117379072,5559091200,7076261888,1504493568,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.42,59.87,0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.07,0.0,0.0,0.0,0.0,0.01,0.0,0.48,59.81,0.0,0.0,0.0,0.0,0.0,0.0,0.55,59.74,1247010816,117379072,5559095296,7076265984,1504493568,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.66,59.64,0.0,0.0,0.0,0.0,0.0,0.0,0.5,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.31,59.99,1247010816,117379072,5559095296,7076265984,1504493568,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.44,59.83,0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.79,59.47,1248043008,117379072,5559095296,7075233792,1503461376,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.22,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.24,0.0,0.0,0.0,0.0,0.0,0.0,1.06,59.31,1248038912,117379072,5559099392,7075237888,1503461376,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,60.19,0.0,0.0,0.0,0.0,0.0,0.0,1.11,59.21,1249329152,117379072,5559099392,7073947648,1502171136,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.58,59.69,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.64,59.63,1250590720,117379072,5559099392,7072686080,1500909568,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.25,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.56,59.78,0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.65,59.69,1247756288,117379072,5559099392,7075520512,1503744000,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,59.28,0.0,0.0,0.0,0.0,0.0,0.0,0.3,59.98,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.15,1247756288,117379072,5559099392,7075520512,1503744000,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.38,59.94,0.0,0.0,0.0,0.0,0.0,0.0,0.67,59.65,0.0,0.0,0.0,0.0,0.0,0.0,0.43,59.89,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.06,1248501760,117379072,5559099392,7074775040,1502998528,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.93,59.35,0.0,0.0,0.0,0.0,0.0,0.0,0.38,59.91,0.0,0.0,0.0,0.0,0.0,0.0,0.13,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.09,1250050048,117379072,5559099392,7073226752,1501450240,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.56,59.79,0.0,0.0,0.0,0.0,0.0,0.0,0.66,59.69,0.0,0.0,0.0,0.0,0.0,0.0,0.32,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.1,60.25,1252339712,117379072,5559103488,7070937088,1499156480,8323276800
