cpu_0_idle,cpu_0_iowait,cpu_0_irq,cpu_0_nice,cpu_0_softirq,cpu_0_steal,cpu_0_system,cpu_0_user,cpu_1_idle,cpu_1_iowait,cpu_1_irq,cpu_1_nice,cpu_1_softirq,cpu_1_steal,cpu_1_system,cpu_1_user,cpu_2_idle,cpu_2_iowait,cpu_2_irq,cpu_2_nice,cpu_2_softirq,cpu_2_steal,cpu_2_system,cpu_2_user,cpu_3_idle,cpu_3_iowait,cpu_3_irq,cpu_3_nice,cpu_3_softirq,cpu_3_steal,cpu_3_system,cpu_3_user,memory_used_bytes,node_memory_Buffers_bytes,node_memory_Cached_bytes,node_memory_MemAvailable_bytes,node_memory_MemFree_bytes,node_memory_MemTotal_bytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2087051264,116023296,5398368256,6236225536,837808128,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.34,59.92,0.0,0.0,0.0,0.0,0.0,0.0,0.91,59.35,2092736512,116023296,5398368256,6230540288,832122880,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.27,60.03,0.01,0.0,0.0,0.0,0.0,0.0,0.21,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.96,59.35,1557504000,116023296,5398372352,6765772800,1367351296,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.08,0.0,0.0,0.0,0.0,0.0,0.0,1.09,59.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.21,1562726400,116023296,5398372352,6760550400,1362128896,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.79,59.52,0.0,0.0,0.0,0.0,0.0,0.0,0.45,59.86,2210332672,116023296,5398372352,6112944128,714539008,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.26,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.02,59.31,2087264256,116023296,5398376448,6236012544,837607424,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.66,59.63,0.0,0.0,0.0,0.0,0.01,0.0,0.6,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.14,60.14,1978392576,116023296,5398376448,6344884224,946458624,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,59.83,0.0,0.0,0.0,0.0,0.0,0.0,0.37,59.97,0.0,0.0,0.0,0.0,0.0,0.0,0.56,59.77,1379983360,116023296,5398376448,6943293440,1544859648,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.14,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.27,1791516672,116023296,5398376448,6531760128,1133293568,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.97,59.33,2093449216,116023296,5398376448,6229827584,831361024,8323276800
