cpu_0_idle,cpu_0_iowait,cpu_0_irq,cpu_0_nice,cpu_0_softirq,cpu_0_steal,cpu_0_system,cpu_0_user,cpu_1_idle,cpu_1_iowait,cpu_1_irq,cpu_1_nice,cpu_1_softirq,cpu_1_steal,cpu_1_system,cpu_1_user,cpu_2_idle,cpu_2_iowait,cpu_2_irq,cpu_2_nice,cpu_2_softirq,cpu_2_steal,cpu_2_system,cpu_2_user,cpu_3_idle,cpu_3_iowait,cpu_3_irq,cpu_3_nice,cpu_3_softirq,cpu_3_steal,cpu_3_system,cpu_3_user,memory_used_bytes,node_memory_Buffers_bytes,node_memory_Cached_bytes,node_memory_MemAvailable_bytes,node_memory_MemFree_bytes,node_memory_MemTotal_bytes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2692837376,110727168,5220728832,5630439424,358514688,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.34,59.92,0.0,0.0,0.0,0.0,0.0,0.0,0.91,59.35,2685534208,110727168,5220732928,5637742592,365813760,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.27,60.03,0.01,0.0,0.0,0.0,0.0,0.0,0.21,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.96,59.35,2845982720,110727168,5220732928,5477294080,205365248,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.08,0.0,0.0,0.0,0.0,0.0,0.0,1.09,59.24,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.21,2816528384,110727168,5220732928,5506748416,234819584,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.79,59.52,0.0,0.0,0.0,0.0,0.0,0.0,0.45,59.86,2681036800,110727168,5220732928,5642240000,357728256,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.26,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.02,59.31,2675568640,110727168,5220732928,5647708160,363196416,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.66,59.63,0.0,0.0,0.0,0.0,0.01,0.0,0.6,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.14,60.14,1794031616,110727168,5220737024,6529245184,1244712960,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,59.83,0.0,0.0,0.0,0.0,0.0,0.0,0.37,59.97,0.0,0.0,0.0,0.0,0.0,0.0,0.56,59.77,2597273600,110727168,5220737024,5726003200,441487360,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.18,60.14,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.27,2670866432,110727168,5220737024,5652410368,367894528,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.15,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.97,59.33,2661535744,110727168,5220737024,5661741056,377225216,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.25,60.05,0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.86,59.45,0.0,0.0,0.0,0.0,0.0,0.0,0.25,60.06,2594877440,110727168,5220737024,5728399360,443883520,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.31,1984790528,110727168,5220741120,6338486272,1053966336,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.16,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.1,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.29,2697662464,106577920,5107712000,5625614336,477171712,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.27,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.04,59.23,2777346048,106577920,5107712000,5545930752,397488128,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.24,60.05,0.0,0.0,0.0,0.0,0.01,0.0,0.28,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.14,60.15,0.0,0.0,0.0,0.0,0.0,0.0,1.08,59.21,2697576448,106577920,5107712000,5625700352,477241344,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.17,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.18,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.17,0.0,0.0,0.0,0.0,0.0,0.0,1.05,59.34,2687012864,106577920,5107716096,5636263936,487800832,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.01,0.0,0.0,0.0,0.0,0.0,0.0,1.02,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.05,2688569344,106577920,5107716096,5634707456,486244352,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.12,0.0,0.0,0.0,0.0,0.0,0.0,0.48,59.86,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.78,59.56,2694856704,106577920,5107716096,5628420096,479956992,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.07,0.0,0.0,0.0,0.0,0.0,0.0,0.89,59.41,2748694528,106577920,5107716096,5574582272,426119168,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.32,59.96,0.0,0.0,0.0,0.0,0.0,0.0,0.69,59.58,0.0,0.0,0.0,0.0,0.0,0.0,0.29,59.99,0.0,0.0,0.0,0.0,0.0,0.0,0.42,59.85,2693869568,106577920,5107716096,5629407232,480944128,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.19,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.31,2176901120,106577920,5107716096,6146375680,1006170112,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.3,60.04,0.0,0.0,0.0,0.0,0.0,0.0,0.06,60.28,0.0,0.0,0.0,0.0,0.0,0.0,0.29,60.06,0.0,0.0,0.0,0.0,0.0,0.0,1.05,59.29,2705829888,106577920,5107716096,5617446912,468951040,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.23,60.09,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.11,0.0,0.0,0.0,0.0,0.0,0.0,0.19,60.14,0.0,0.0,0.0,0.0,0.0,0.0,1.08,59.24,1850146816,106577920,5107720192,6473129984,1324630016,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.2,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.13,60.15,0.0,0.0,0.0,0.0,0.0,0.0,0.24,60.03,0.0,0.0,0.0,0.0,0.0,0.0,1.08,59.21,2715205632,106577920,5107724288,5608071168,459567104,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.42,59.87,0.0,0.0,0.0,0.0,0.0,0.0,0.22,60.07,0.0,0.0,0.0,0.0,0.01,0.0,0.48,59.81,0.0,0.0,0.0,0.0,0.0,0.0,0.55,59.74,2675568640,110727168,5220732928,5647708160,363196416,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.66,59.64,0.0,0.0,0.0,0.0,0.0,0.0,0.5,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.02,0.0,0.0,0.0,0.0,0.0,0.0,0.31,59.99,1794031616,110727168,5220737024,6529245184,1244712960,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.44,59.83,0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.01,0.0,0.0,0.0,0.0,0.0,0.0,0.21,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.79,59.47,2597273600,110727168,5220737024,5726003200,441487360,8323276800
0.0,0.0,0.0,0.0,0.01,0.0,0.22,60.14,0.0,0.0,0.0,0.0,0.0,0.0,0.27,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,60.24,0.0,0.0,0.0,0.0,0.0,0.0,1.06,59.31,2670866432,110727168,5220737024,5652410368,367894528,8323276800
0.0,0.0,0.0,0.0,0.0,0.0,0.28,60.03,0.0,0.0,0.0,0.0,0.0,0.0,0.26,60.06,0.0,0.0,0.0,0.0,0.0,0.0,0.13,60.19,0.0,0.0,0.0,0.0,0.0,0.0,1.11,59.21,2661535744,110727168,5220737024,5661741056,377225216,8323276800
